P_1,P_2,P_3,P_4,P_5,disp1,disp2,disp3,disp4,disp5,feat1,feat2,feat3,feat4,feat5
0.05180764669999752,0.0533525659233427,0.031640166999990775,0.027660052124990647,0.02130254250000327,0,0,0,1,0,0,0,0,0,1
0.05330775244999861,0.04151268195635835,0.029938291999988847,0.03326098049999355,0.023824870312501325,0,1,0,0,0,1,0,0,0,0
0.05366686867499887,0.03957383632857707,0.039152923999999284,0.04250309212499834,0.02412939281250109,1,0,0,0,0,1,0,0,0,0
0.04884152851249536,0.04980663269742271,0.03853752599999859,0.03666637587499531,0.019475407500004677,0,0,0,0,1,0,0,0,0,1
0.05323274716249855,0.0440288727266345,0.032857347999992154,0.04434687599999929,0.018409578750005498,0,0,0,0,1,0,0,0,0,1
0.05431236872499934,0.04290003371668184,0.03112279699999019,0.027505437124990567,0.02371468125000141,0,0,1,0,0,0,0,0,0,1
0.04493670778749252,0.04389099925977005,0.0412877560000017,0.04658492812500045,0.021516910312503103,1,0,0,0,0,1,0,0,0,0
0.05463284586249957,0.05046584021086835,0.041219681000001625,0.039294830874996675,0.026261050312499448,0,0,0,1,0,0,0,1,0,0
0.04653000192499368,0.054731300591987164,0.0428779880000035,0.029240990499991466,0.0254155996875001,0,0,1,0,0,0,0,0,1,0
0.05501469096249985,0.0477040623277399,0.03948240699999966,0.032252117624993026,0.017840602500005937,0,0,0,0,1,0,0,1,0,0
0.04512535744999266,0.04764805123182622,0.032593216999991854,0.031069312874992414,0.02629510874999942,0,0,1,0,0,0,1,0,0,0
0.054666939174999596,0.03786334363029003,0.04147019700000191,0.03005658462499189,0.0258022631249998,0,0,1,0,0,0,1,0,0,0
0.05131215722499716,0.04131879739358022,0.03416711099999364,0.03338080712499361,0.018195210937505663,0,0,1,0,0,0,0,1,0,0
0.05487831771249975,0.03803137691803107,0.03557490199999523,0.03488443799999439,0.017702365312506043,0,1,0,0,0,0,0,0,0,1
0.0447662412249924,0.05781191086723964,0.04019311000000046,0.041853709124998,0.023360072812501683,0,0,0,1,0,0,0,0,1,0
0.04471169192499236,0.04234853984922406,0.037766916999997714,0.03346971074999366,0.019723833750004485,1,0,0,0,0,0,0,1,0,0
0.0517826449374975,0.046355487479972035,0.042287097000002834,0.0453248158749998,0.027044394374998844,0,0,0,0,1,0,1,0,0,0
0.05005525043749624,0.03858287078548886,0.041184282000001585,0.03822025662499612,0.02441388093750087,0,1,0,0,0,0,0,1,0,0
0.047623260812494475,0.04748001794408518,0.03151490899999063,0.03658906837499527,0.01837952718750552,0,0,0,0,1,0,0,1,0,0
0.04596405293749327,0.05154728521658635,0.03215753699999136,0.0358701086249949,0.01838153062500552,0,0,0,1,0,1,0,0,0,0
0.04448440317499219,0.05853574656827799,0.03097303199999002,0.039986732999997034,0.026603638124999184,1,0,0,0,0,0,0,1,0,0
0.05100077163749693,0.052813997693403454,0.037140626999997005,0.041668171124997905,0.019787943750004436,0,1,0,0,0,0,0,1,0,0
0.04759144038749445,0.055058750075790225,0.03627743599999603,0.046476697625000396,0.026475418124999282,0,0,0,0,1,0,1,0,0,0
0.04640499311249359,0.04517494591994521,0.03489959799999447,0.0316181961249927,0.019948218750004312,0,0,1,0,0,0,0,1,0,0
0.05570564876250035,0.05190489452126601,0.033018004999992336,0.04233688099999825,0.026535521249999236,0,0,1,0,0,0,1,0,0,0
0.05562382481250029,0.03939287740331748,0.03506842399999466,0.04639165937500035,0.020747590312503696,1,0,0,0,0,0,0,1,0,0
0.053866882774999014,0.04187459980687752,0.03544147499999508,0.04538279649999983,0.01921095375000488,0,0,0,0,1,0,0,0,1,0
0.046893663924993945,0.039535059416021444,0.03031951199998928,0.036631587499995295,0.02196167343750276,1,0,0,0,0,0,0,0,0,1
0.047195957962494164,0.040646664242616044,0.0427854060000034,0.029755085374991733,0.02367461250000144,0,1,0,0,0,0,0,0,1,0
0.04523672893749274,0.0538782085157634,0.04101545600000139,0.0294961052499916,0.022530649687502322,1,0,0,0,0,0,0,1,0,0
0.048586965112495176,0.04679495915560246,0.03287368599999217,0.04613654462500022,0.0184055718750055,0,1,0,0,0,0,0,0,0,1
0.049727954637496005,0.0544943305708139,0.03612222499999585,0.039855310249996966,0.027356930624998603,0,0,0,0,1,1,0,0,0,0
0.04528218668749277,0.04668724550961461,0.03735029799999724,0.03961952237499684,0.020372947500003985,0,0,0,0,1,0,0,0,1,0
0.04525263914999275,0.038501008414538095,0.03957498899999976,0.033427191624993635,0.02423357156250101,1,0,0,0,0,0,0,0,1,0
0.05020071523749635,0.058751173860253685,0.04316662600000383,0.043674300749998944,0.017766475312505994,0,0,0,0,1,0,0,0,1,0
0.049302924674995696,0.04913019100061902,0.03303978899999236,0.034853514999994374,0.021749309062502924,0,1,0,0,0,0,0,0,0,1
0.05317137919999851,0.05139648611220336,0.030033596999988955,0.04433914524999929,0.023592471562501504,0,0,1,0,0,0,1,0,0,0
0.04877561477499531,0.050767438419634325,0.031250777999990334,0.04537893112499983,0.021915594375002796,0,1,0,0,0,0,1,0,0,0
0.053264567587498576,0.04917327645901416,0.0370453219999969,0.02768710974999066,0.020296816875004044,1,0,0,0,0,0,1,0,0,0
0.05538971740000012,0.04205986727797662,0.043136673000003796,0.035282571624994596,0.026156871562499528,0,0,0,1,0,1,0,0,0,0
0.05197584037499764,0.05059940513189328,0.03213302999999133,0.04432368374999928,0.02070351468750373,1,0,0,0,0,0,0,0,0,1
0.04993024162499615,0.058936441331352785,0.03350542199999289,0.028703703374991188,0.021122233125003408,0,0,1,0,0,0,0,0,1,0
0.05036890891249647,0.040887942809628826,0.03322767599999257,0.04076753874999744,0.02338812093750166,0,0,0,0,1,0,0,1,0,0
0.04578222193749314,0.04715687700612163,0.02994918399998886,0.027578879249990605,0.022462532812502375,0,0,1,0,0,0,0,1,0,0
0.046095880412493365,0.04089225135546834,0.03935442599999951,0.028757818624991216,0.02471439656250064,0,0,1,0,0,0,0,1,0,0
0.04699367097499402,0.04464930332752451,0.03530260199999492,0.042363938624998265,0.021695216250002966,0,0,0,1,0,0,0,0,1,0
0.05571928608750036,0.05430044600803577,0.030066272999988992,0.04337280149999879,0.026914170937498944,0,0,1,0,0,1,0,0,0,0
0.04978704971249605,0.05698897861189248,0.035904384999995605,0.04040419349999725,0.024061275937501143,0,1,0,0,0,0,0,0,0,1
0.04818011824999488,0.051495582666512184,0.03344823899999282,0.03054362187499214,0.025385548125000122,0,0,0,0,1,0,1,0,0,0
0.05073711668749674,0.05685972223670706,0.03776963999999772,0.043481031999998844,0.023069574375001907,0,0,1,0,0,0,0,1,0,0
0.047402790724994315,0.04446403585642541,0.034183448999993656,0.028873779874991276,0.017463956250006227,0,0,0,1,0,0,0,0,0,1
0.04503444194999259,0.05913032589413091,0.03497311899999455,0.038405794624996215,0.023049540000001922,0,1,0,0,0,1,0,0,0,0
0.05143716603749725,0.0520255338047724,0.04302775300000367,0.03770616174999585,0.022085886562502665,0,0,0,1,0,0,0,0,1,0
0.05558063995000026,0.03903957664447734,0.03817808999999818,0.034389669999994134,0.019649706562504542,0,0,1,0,0,0,0,0,1,0
0.055255617037500024,0.05679940259495386,0.03149312499999061,0.04249149599999833,0.022141982812502622,1,0,0,0,0,0,0,1,0,0
0.05509878779999991,0.05907000625237772,0.03188523699999105,0.03801539174999601,0.023945076562501232,0,0,1,0,0,0,0,1,0,0
0.053496402112498745,0.04573936542492154,0.030202422999989147,0.046225448250000266,0.01813310437500571,0,1,0,0,0,0,0,0,0,1
0.050912129024996866,0.04774714778613504,0.03615762399999589,0.04268476474999843,0.02610077531249957,0,0,0,1,0,0,0,1,0,0
0.054155539487499224,0.042249443294915236,0.03010711799998904,0.04077140412499744,0.024099341250001113,0,0,0,1,0,0,1,0,0,0
0.04940520461249577,0.05585152251026079,0.037018091999996866,0.03843671762499623,0.026950232812498916,0,0,0,1,0,1,0,0,0,0
0.05002797578749622,0.05797132706330166,0.04306042900000371,0.03287444299999335,0.017481987187506213,0,0,1,0,0,1,0,0,0,0
0.0472436885999942,0.052684741318218035,0.042006628000002516,0.03173802274999276,0.021647133750003003,0,0,0,0,1,1,0,0,0,0
0.04822330311249491,0.05058647949437474,0.03039847899998937,0.028402204124991032,0.0180169050000058,0,1,0,0,0,0,0,0,1,0
0.04854150736249514,0.05245207984288428,0.04152465700000197,0.0445478754999994,0.02634719812499938,0,1,0,0,0,0,1,0,0,0
0.04626407408749349,0.040146872925232426,0.031553030999990676,0.03633781899999514,0.022957381875001993,0,1,0,0,0,0,1,0,0,0
0.05210084918749773,0.03800552564299399,0.039967101000000206,0.03135535062499256,0.02298943687500197,1,0,0,0,0,1,0,0,0,0
0.0488983506999954,0.0453257450243282,0.03163744399999077,0.0331643461249935,0.02020866562500411,0,0,1,0,0,1,0,0,0,0
0.052559972462498064,0.05539481665127231,0.030676224999989683,0.03899719699999652,0.018788228437505206,0,0,0,1,0,1,0,0,0,0
0.05403734933749914,0.039263621028132065,0.039885411000000114,0.03401086324999394,0.022568715000002293,0,1,0,0,0,0,0,0,1,0
0.05428282118749932,0.05640301637771858,0.032565986999991824,0.04431981837499928,0.025291386562500195,0,0,0,0,1,0,1,0,0,0
0.04486852116249247,0.04482164516110507,0.03613039399999586,0.04297080249999858,0.02258674593750228,1,0,0,0,0,0,0,1,0,0
0.04702321851249404,0.05103025971584468,0.037159687999997026,0.03671276037499534,0.02337810375000167,0,0,0,0,1,0,0,0,0,1
0.046332260712493537,0.05639009074020004,0.04210465600000263,0.039024254624996535,0.019008606562505036,0,1,0,0,0,1,0,0,0,0
0.054707851149999626,0.0432878028422381,0.036691331999996496,0.033195269124993515,0.018339458437505552,0,0,0,0,1,0,1,0,0,0
0.05541471916250014,0.03896202281936609,0.03121265599999029,0.034857380374994376,0.02345423437500161,0,0,0,1,0,0,0,1,0,0
0.05282817318749826,0.04877689024177888,0.04263836400000323,0.029221663624991456,0.025365513750000138,0,0,0,1,0,0,0,0,0,1
0.05464193741249958,0.04800566053650588,0.03332025799999268,0.03828596799999615,0.025762194374999832,1,0,0,0,0,1,0,0,0,0
0.04499807574999257,0.052051385079809484,0.03790306699999787,0.028931760499991306,0.021881535937502822,0,1,0,0,0,0,0,0,0,1
0.04908927324999554,0.04850976039972901,0.03644081599999621,0.040895096124997504,0.02589241781249973,0,0,0,0,1,0,1,0,0,0
0.04791646329999469,0.041637629785704254,0.037219593999997094,0.044737278874999495,0.017864643750005918,0,0,0,1,0,1,0,0,0,0
0.05492377546249978,0.04950072594281722,0.03582814099999552,0.028371281124991016,0.025121094375000326,0,0,1,0,0,0,0,0,0,1
0.05559200438750027,0.041400659764530987,0.03232636299999155,0.028993606499991338,0.022660873125002222,0,0,0,0,1,0,0,1,0,0
0.05224176821249783,0.04858300567900075,0.039550481999999734,0.027544090874990587,0.021194356875003352,0,1,0,0,0,0,0,1,0,0
0.05197811326249764,0.048380504024543594,0.039806444000000024,0.042731149249998455,0.017542090312506167,0,0,0,1,0,0,0,0,0,1
0.05092803923749688,0.05150419975819121,0.03817536699999818,0.032499501624993155,0.019299105000004813,0,0,0,0,1,0,0,0,0,1
0.045682214887493064,0.040060702008442146,0.030722515999989736,0.03337307637499361,0.019683765000004516,0,0,1,0,0,0,0,0,0,1
0.05471466981249963,0.053882517061602915,0.030300450999989258,0.04096853824999754,0.018415589062505493,1,0,0,0,0,0,0,0,0,1
0.05520788639999999,0.04735507011473927,0.03156664599999069,0.03028850712499201,0.026405297812499336,0,1,0,0,0,0,1,0,0,0
0.05365550423749886,0.048992317533754576,0.04144569000000188,0.04519339312499973,0.0184075753125055,1,0,0,0,0,1,0,0,0,0
0.05273725768749819,0.05042706329831272,0.03162655199999076,0.03504291837499447,0.024910733437500488,1,0,0,0,0,0,0,1,0,0
0.04548901944999292,0.05098717425744954,0.03465452799999419,0.037110893999995544,0.018477695625005446,0,0,0,1,0,0,0,0,1,0
0.05273043902499819,0.03943165431587311,0.04299780000000364,0.029681643249991695,0.0267138271874991,0,0,0,0,1,0,0,1,0,0
0.052575882674998076,0.04982386688078077,0.04191404600000241,0.034992668499994446,0.018209235000005652,0,0,0,1,0,0,0,0,0,1
0.0532941151249986,0.04812199127417276,0.036999030999996844,0.03882325512499643,0.021010040625003494,1,0,0,0,0,0,0,1,0,0
0.046204979012493444,0.04338689939654692,0.04193038400000243,0.0414633062499978,0.021372662812503215,0,0,1,0,0,0,0,0,1,0
0.05408507997499917,0.04794103234891317,0.033105140999992434,0.029353086374991524,0.021114219375003414,0,0,0,1,0,1,0,0,0,0
0.05049164483749656,0.047182728281158715,0.03230730199999153,0.03593195462499493,0.020825724375003636,0,0,0,0,1,0,1,0,0,0
0.04758689461249445,0.043654029238596785,0.03994531700000018,0.029090240874991388,0.019826009062504407,0,0,0,1,0,0,0,0,1,0
0.05094622233749689,0.05769127158373325,0.040081467000000336,0.04191555512499803,0.027226707187498703,0,0,0,1,0,0,1,0,0,0
0.05101213607499694,0.044360630756277074,0.04101001000000139,0.04525523912499976,0.02026275843750407,0,0,0,1,0,0,0,1,0,0
0.0552260695,0.05391267688247951,0.03922916799999937,0.03436261237499412,0.01909475437500497,1,0,0,0,0,0,0,0,1,0
0.050428003987496514,0.04055618477998625,0.0355449489999952,0.04385597337499904,0.026058703124999603,1,0,0,0,0,0,0,0,1,0
0.052657706624998135,0.055179389359296616,0.0381971509999982,0.031150485749992456,0.022047821250002694,0,1,0,0,0,1,0,0,0,0
0.05336912041249865,0.03908266210287248,0.03637818699999614,0.04336120537499878,0.022512618750002336,0,0,0,1,0,0,0,0,0,1
0.04482533629999244,0.05720009735802866,0.030052657999988977,0.028197339249990926,0.024918747187500482,0,0,0,0,1,0,1,0,0,0
0.05531925788750007,0.04735076156889976,0.041775173000002254,0.027466783374990547,0.02308960875000189,0,1,0,0,0,0,0,0,0,1
0.05058937899999663,0.043968553084881304,0.04004062200000029,0.04244511149999831,0.01962566531250456,0,0,0,1,0,0,0,0,1,0
0.04497761976249255,0.04305944991274386,0.03461368299999414,0.028831260749991254,0.019403283750004732,0,0,1,0,0,0,0,1,0,0
0.05072575224999673,0.043369665213188864,0.034722602999994266,0.03229463674999305,0.02219607562500258,0,0,1,0,0,1,0,0,0,0
0.044927616237492515,0.05853143802243847,0.036770298999996585,0.033156615374993495,0.023953090312501226,1,0,0,0,0,0,1,0,0,0
0.04936429263749574,0.04073714370524584,0.04117066700000157,0.04511995099999969,0.019206946875004884,1,0,0,0,0,0,0,0,1,0
0.048611966874995194,0.04700607790173864,0.03911207899999924,0.04276207224999847,0.019060695937504996,0,0,0,1,0,0,0,0,0,1
0.046098153299993366,0.051637764679216144,0.03800109499999798,0.03306771174999345,0.021959670000002762,0,0,0,0,1,0,0,0,0,1
0.048709701037495265,0.05649349584034837,0.042085595000002606,0.033175942249993505,0.017710379062506037,1,0,0,0,0,1,0,0,0,0
0.05128715546249714,0.0581996799927959,0.0298974469999888,0.03887737037499646,0.023905007812501263,0,0,0,1,0,0,0,0,0,1
0.05264634218749813,0.05794116724242506,0.04198484400000249,0.033945151874993904,0.026507473124999258,1,0,0,0,0,0,0,0,0,1
0.04675274489999384,0.05911309171077286,0.032301855999991524,0.04588142987500009,0.018750163125005236,0,0,0,0,1,0,0,1,0,0
0.04653909347499369,0.042912959354200385,0.03170824199999085,0.03619480012499507,0.025183200937500278,0,1,0,0,0,1,0,0,0,0
0.045668577562493054,0.03784610944693197,0.03958860399999978,0.03298653887499341,0.023903004375001265,0,0,0,0,1,0,0,0,1,0
0.04768690166249452,0.05444262802073973,0.03553950299999519,0.03592035849999493,0.024083313750001126,0,1,0,0,0,1,0,0,0,0
0.053580498949998806,0.05231851492185935,0.04176428100000224,0.02963139337499167,0.021258466875003303,0,0,1,0,0,0,1,0,0,0
0.0553647156375001,0.04908710554222388,0.036116778999995845,0.029851719749991783,0.026329167187499395,0,0,0,0,1,0,0,0,0,1
0.04736642452499429,0.046433041305083286,0.04259479600000318,0.044601990749999425,0.023147708437501847,0,0,0,1,0,1,0,0,0,0
0.047086859362494085,0.0402632036628993,0.038262502999998275,0.045989660375000144,0.020867796562503604,0,0,0,1,0,0,0,0,0,1
0.04468441727499234,0.044481270039783465,0.03397377799999342,0.04462904837499944,0.021478845000003133,0,1,0,0,0,1,0,0,0,0
0.046909574137493956,0.04576521669995862,0.03861104699999867,0.04115407624999764,0.01857586406250537,0,1,0,0,0,0,0,1,0,0
0.045573116287492985,0.05215909872579733,0.04160362400000206,0.03289376987499336,0.021126240000003405,0,1,0,0,0,0,0,0,1,0
0.04841195277499505,0.04941886357186646,0.043349067000004037,0.03332669187499358,0.022628818125002247,0,1,0,0,0,0,0,0,0,1
0.049011995074995485,0.041529916139716405,0.034526546999994044,0.039932617749997006,0.026513483437499253,0,0,1,0,0,0,0,0,1,0
0.04763462524999448,0.05293894552274936,0.03680025199999662,0.028158685499990906,0.0195735759375046,1,0,0,0,0,0,1,0,0,0
0.04920973628749563,0.05500273897987654,0.04087386000000123,0.043867569499999044,0.022875240937502057,0,0,0,0,1,0,0,1,0,0
0.049918877187496144,0.03985820035398499,0.04230888100000286,0.04042738574999726,0.01870408406250527,0,0,0,1,0,0,0,0,1,0
0.052546335137498054,0.044722548606796246,0.031789931999990945,0.030806467374992277,0.02457215250000075,0,1,0,0,0,0,1,0,0,0
0.04689139103749394,0.04497675281132757,0.03746194099999737,0.028212800749990934,0.02581829062499979,0,0,0,1,0,0,0,0,1,0
0.04515035921249268,0.03863888188140254,0.03055913599998955,0.04543691174999986,0.025654008749999915,1,0,0,0,0,0,0,0,1,0
0.0446298679749923,0.053511982119404715,0.03874175099999882,0.045935545125000116,0.026773930312499052,0,1,0,0,0,0,0,1,0,0
0.051543991749997325,0.045364521936883825,0.03461095999999414,0.03936440762499671,0.019972260000004294,0,0,0,0,1,0,0,0,0,1
0.055753379400000386,0.044330470935400476,0.03426513899999375,0.0352903023749946,0.017650275937506083,0,0,1,0,0,1,0,0,0,0
0.04919382607499562,0.05779036813804207,0.03769884199999764,0.0333537494999936,0.01934318062500478,0,0,0,0,1,0,0,1,0,0
0.049300651787495695,0.04367988051363387,0.03610588699999583,0.04092601912499752,0.02514112875000031,1,0,0,0,0,1,0,0,0,0
0.047443702699994345,0.054197040907887434,0.03364157199999304,0.03129736999999253,0.019297101562504814,0,0,1,0,0,1,0,0,0,0
0.05544426670000016,0.04261136114543441,0.030825989999989853,0.040473770249997286,0.026627679374999165,0,0,0,1,0,0,0,1,0,0
0.05098940719999692,0.04444249312722784,0.03772062599999766,0.03320686524999352,0.02582830781249978,0,0,1,0,0,0,0,1,0,0
0.048627877087495205,0.05263303876814387,0.03171641099999086,0.028560684499991114,0.02115829500000338,0,0,1,0,0,0,0,0,1,0
0.05386006411249901,0.052434845659526226,0.04044907200000075,0.028587742124991128,0.026351204999999378,0,0,0,0,1,0,0,0,1,0
0.053207745399998535,0.038371752039352676,0.033696031999993104,0.03261932824999322,0.020735569687503706,0,1,0,0,0,0,0,0,0,1
0.05542835648750015,0.04172810924833405,0.034488424999994,0.03764818112499582,0.019954229062504308,0,1,0,0,0,1,0,0,0,0
0.047609623487494465,0.04333519684647275,0.03541424499999505,0.03365524874999375,0.021360642187503224,0,0,0,1,0,0,0,0,0,1
0.05338048484999866,0.04897508335039652,0.031305237999990396,0.03570776287499482,0.027070439062498824,0,0,0,0,1,1,0,0,0,0
0.05215767137499777,0.05659690094049671,0.042613857000003204,0.027984743624990815,0.020178614062504135,0,0,0,0,1,0,0,0,0,1
0.04893471689999543,0.04342998485494206,0.03435227499999385,0.038502428999996265,0.02555584031249999,0,0,0,1,0,0,0,0,1,0
0.051159873762497046,0.046277933654860784,0.03508748499999468,0.035375340624994644,0.01769234812500605,0,0,0,1,0,0,0,0,1,0
0.04800283302499475,0.04059496169254188,0.03723320899999711,0.03774481549999587,0.023265911250001756,0,0,0,0,1,0,0,1,0,0
0.05166445478749741,0.03923776975309498,0.043057706000003707,0.04264611099999841,0.022991440312501967,0,1,0,0,0,0,1,0,0,0
0.049643857799995944,0.0590958575274148,0.030360356999989326,0.03750902762499575,0.024876675000000514,0,0,0,1,0,0,0,0,0,1
0.04886425738749538,0.055636095218285095,0.03136242099999046,0.028502703874991084,0.020336885625004013,0,0,0,1,0,0,0,0,0,1
0.05469875959999962,0.056506421477866914,0.03522635799999484,0.03148290799999263,0.017377808437506293,0,0,1,0,0,0,1,0,0,0
0.048296035512494964,0.04501983826972271,0.032045893999991235,0.03253428999999317,0.023939066250001237,0,0,0,0,1,1,0,0,0,0
0.04651181882499367,0.050203018914658,0.037227762999997104,0.04347330124999884,0.0185357953125054,0,0,1,0,0,1,0,0,0,0
0.04782554779999462,0.039186067203020813,0.03216298299999137,0.042765937624998474,0.021761329687502915,0,0,1,0,0,0,0,0,1,0
0.05513742688749994,0.0438436052555354,0.035746450999995426,0.04181505537499798,0.021919601250002793,0,0,0,1,0,0,0,1,0,0
0.05181446536249752,0.05704929825364567,0.04010325100000036,0.03940306137499673,0.02028679968750405,0,0,0,0,1,0,0,0,1,0
0.04526173069999276,0.04601511235865043,0.03845038999999849,0.03176121499999277,0.02060133937500381,0,1,0,0,0,0,0,0,1,0
0.04921200917499563,0.04403318127247401,0.031365143999990464,0.04193488199999804,0.018437626875005476,0,0,0,0,1,0,1,0,0,0
0.05135988786249719,0.045691971420686886,0.032356315999991586,0.03218254087499299,0.019709809687504496,0,0,0,1,0,0,0,0,0,1
0.055544273750000234,0.04925513882996493,0.03550954999999516,0.04229049649999823,0.020553256875003846,0,1,0,0,0,0,0,0,1,0
0.049398385949995766,0.05538189101375377,0.04211010200000263,0.04399126149999911,0.02364856781250146,0,0,1,0,0,0,1,0,0,0
0.0476573541249945,0.05368001540714576,0.03136786699999047,0.03031169937499202,0.017403853125006273,0,0,0,0,1,0,0,0,1,0
0.04739824494999431,0.048587314224840264,0.03419706399999367,0.04547943087499988,0.018103052812505734,0,0,1,0,0,0,0,0,0,1
0.04745052136249435,0.057488769929276096,0.03785405299999781,0.032054983499992924,0.019072716562504987,0,0,0,1,0,1,0,0,0,0
0.05456693212499952,0.05050892566926349,0.04065329700000098,0.04658106275000045,0.021202370625003346,1,0,0,0,0,0,0,0,1,0
0.05148489667499728,0.044274459839486795,0.03169462699999084,0.043210455749998704,0.024381825937500896,0,0,0,0,1,0,0,0,1,0
0.054223726112499274,0.03865180751892108,0.030899510999989936,0.041629517374997885,0.017389829062506284,0,0,0,1,0,0,1,0,0,0
0.04714822732499413,0.05382219741984972,0.031860729999991025,0.02743586037499053,0.022777072500002132,0,0,0,0,1,1,0,0,0,0
0.04680729419999388,0.05141802884140093,0.030798759999989822,0.042711822374998445,0.020194641562504122,0,0,0,0,1,0,0,0,0,1
0.04516626942499269,0.04926806446748347,0.033053403999992376,0.03968909912499688,0.026988298124998887,0,0,0,1,0,0,1,0,0,0
0.051184875524997064,0.052826923330921996,0.04294606300000358,0.03738920099999569,0.02361050250000149,0,0,0,0,1,0,0,0,0,1
0.05328047779999859,0.05182734069615476,0.03727133099999715,0.03501972612499446,0.02016058312500415,0,1,0,0,0,0,0,0,1,0
0.05388733876249903,0.052172024363315875,0.03780776199999776,0.04374387749999898,0.019803971250004423,1,0,0,0,0,0,1,0,0,0
0.049396113062495764,0.039763412345515683,0.04335451300000404,0.032464713249993137,0.02676391312499906,1,0,0,0,0,0,0,1,0,0
0.04706867626249407,0.0494619490302616,0.039101186999999225,0.03423118962499405,0.02301548156250195,0,0,0,0,1,0,0,1,0,0
0.04581404236249316,0.05134047501628968,0.0307796989999898,0.04110382637499761,0.02149487250000312,1,0,0,0,0,0,0,1,0,0
0.04692775723749397,0.0537231008655409,0.03692550999999676,0.028777145499991226,0.020699507812503733,1,0,0,0,0,1,0,0,0,0
0.054035076449999137,0.039634155970330265,0.030570027999989563,0.0449382783749996,0.026052692812499608,0,1,0,0,0,0,0,0,1,0
0.04948248278749583,0.05311128735632992,0.03383490499999326,0.04292828337499856,0.025371524062500133,0,0,0,0,1,0,0,0,1,0
0.04593450539999325,0.054110869991097155,0.042483153000003056,0.029314432624991504,0.020413016250003954,0,0,0,1,0,0,0,0,0,1
0.048282398187494954,0.05886319605208105,0.043153011000003814,0.03828210262499615,0.023576444062501516,0,0,1,0,0,1,0,0,0,0
0.050784847324996774,0.04500691263220417,0.041113484000001504,0.03165684987499272,0.02218405500000259,0,0,0,1,0,0,1,0,0,0
0.050414366662496504,0.05797563560914117,0.03605142699999577,0.045027181999999645,0.026890129687498963,0,0,1,0,0,0,0,0,1,0
0.04798692281249474,0.03867765879395817,0.03913386299999926,0.03661999137499529,0.017580155625006137,0,0,1,0,0,0,1,0,0,0
0.046727743137493824,0.047609274319270596,0.03333114999999269,0.03566137837499479,0.026371239374999363,0,0,0,1,0,0,0,0,0,1
0.053700961987498894,0.046583840409466275,0.03813452199999813,0.033117961624993475,0.02003035968750425,0,0,0,1,0,0,0,0,0,1
0.0486233313124952,0.05882441913952542,0.039365317999999525,0.03970456062499689,0.020959954687503533,0,0,0,0,1,1,0,0,0,0
0.05350094788749875,0.04402025563495547,0.03449387099999401,0.03473368837499431,0.018994582500005047,1,0,0,0,0,0,0,1,0,0
0.04746870446249436,0.0388112237149831,0.0430549830000037,0.029585008874991645,0.0224284743750024,0,0,1,0,0,0,0,1,0,0
